CALL DETAIL RECORD - CONFIDENTIAL
Subscriber,+918765432109
LSA,Karnataka
Requisition Ref,NODAL/LEA/2026/04412 dated 21-03-2026
Generated On,02-04-2026 11:41:07

Calling Party,Called Party,Call Date Time,Duration(Sec),Call Type,IMEI,IMSI,Cell ID,Site Name,Latitude,Longitude
8765432109,8108615695,23/02/2026 12:38:00,8,IN,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,8228790238,23/02/2026 12:53:00,128,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9012345678,23/02/2026 14:33:00,0,SMS-OUT,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9921379071,23/02/2026 14:41:00,62,OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,7669452574,23/02/2026 18:00:00,210,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,8108615695,23/02/2026 20:05:00,8,IN,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,9390662547,23/02/2026 23:20:00,210,IN,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,8108615695,24/02/2026 03:17:00,8,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,8136263283,24/02/2026 04:20:00,14,IN,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,9012345678,24/02/2026 06:13:00,95,OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,7974652039,24/02/2026 07:26:00,305,OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,8129258380,24/02/2026 09:18:00,128,IN,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,7344811387,24/02/2026 12:01:00,35,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,6558264060,24/02/2026 13:17:00,14,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,6090073265,24/02/2026 14:34:00,14,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,9012345678,24/02/2026 17:39:00,47,IN,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,7555453550,24/02/2026 20:31:00,95,OUT,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,6558264060,24/02/2026 22:58:00,0,SMS-OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,8129258380,25/02/2026 01:34:00,62,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,7344811387,25/02/2026 01:39:00,0,SMS-OUT,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,6558264060,25/02/2026 02:37:00,8,OUT,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,7742651966,25/02/2026 02:46:00,8,IN,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,7742651966,25/02/2026 03:32:00,35,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,7974652039,25/02/2026 04:43:00,8,IN,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,6558264060,25/02/2026 06:09:00,35,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,8228790238,25/02/2026 06:57:00,35,OUT,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,6274237439,25/02/2026 07:40:00,62,OUT,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9650454450,25/02/2026 10:22:00,14,IN,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,9390662547,25/02/2026 10:36:00,35,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,8158659567,25/02/2026 11:29:00,210,IN,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,9876543210,25/02/2026 13:25:00,14,IN,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,7564809883,25/02/2026 13:31:00,47,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9390662547,25/02/2026 15:28:00,14,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,9876543210,25/02/2026 16:17:00,0,SMS-OUT,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,6492738282,25/02/2026 16:26:00,0,SMS-OUT,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,9650454450,25/02/2026 16:56:00,0,SMS-OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,8136263283,25/02/2026 21:05:00,14,IN,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,7974652039,26/02/2026 00:43:00,0,SMS-OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9012345678,26/02/2026 01:08:00,142,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9012345678,26/02/2026 02:02:00,95,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,7742651966,26/02/2026 02:35:00,47,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,8129258380,26/02/2026 02:48:00,0,SMS-OUT,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,9390662547,26/02/2026 04:16:00,47,IN,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,8108615695,26/02/2026 04:58:00,8,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,7669452574,26/02/2026 05:26:00,35,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,7344811387,26/02/2026 05:32:00,142,IN,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,9012345678,26/02/2026 06:01:00,305,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9876543210,26/02/2026 06:05:00,35,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,6090073265,26/02/2026 06:26:00,14,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,8108615695,26/02/2026 06:46:00,8,IN,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,9921379071,26/02/2026 09:01:00,14,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,6274237439,26/02/2026 09:23:00,0,SMS-OUT,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,6492738282,26/02/2026 10:10:00,128,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9650454450,26/02/2026 11:21:00,210,OUT,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,8108615695,26/02/2026 12:31:00,95,OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,9876543210,26/02/2026 13:44:00,305,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,8572792638,26/02/2026 14:03:00,14,IN,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,7742651966,26/02/2026 16:54:00,0,SMS-OUT,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,8108615695,26/02/2026 17:15:00,14,OUT,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,9876543210,26/02/2026 20:14:00,22,IN,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,6558264060,26/02/2026 23:30:00,210,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,8129258380,27/02/2026 00:57:00,305,IN,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,8108615695,27/02/2026 01:37:00,95,IN,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,9012345678,27/02/2026 01:57:00,128,IN,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,8129258380,27/02/2026 02:47:00,142,IN,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,9012345678,27/02/2026 02:53:00,35,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9390662547,27/02/2026 03:09:00,210,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9012345678,27/02/2026 03:17:00,47,OUT,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,8129258380,27/02/2026 03:22:00,22,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9012345678,27/02/2026 04:01:00,14,IN,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,9012345678,27/02/2026 04:02:00,35,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,7742651966,27/02/2026 04:32:00,142,OUT,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,9012345678,27/02/2026 04:51:00,8,OUT,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,9012345678,27/02/2026 05:04:00,0,SMS-OUT,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,9012345678,27/02/2026 05:19:00,62,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9012345678,27/02/2026 05:28:00,95,OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,9876543210,27/02/2026 05:41:00,22,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,6090073265,27/02/2026 07:09:00,0,SMS-OUT,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,8158659567,27/02/2026 07:18:00,0,SMS-OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,7742651966,27/02/2026 07:28:00,0,SMS-OUT,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,8158659567,27/02/2026 07:45:00,35,OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,7669452574,27/02/2026 08:43:00,22,IN,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,7742651966,27/02/2026 09:05:00,14,OUT,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,6492738282,27/02/2026 09:37:00,0,SMS-OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,6274237439,27/02/2026 10:51:00,0,SMS-OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,8158659567,27/02/2026 11:26:00,14,OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,9390662547,27/02/2026 12:37:00,22,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,7669452574,27/02/2026 15:34:00,142,IN,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,6558264060,27/02/2026 18:37:00,22,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,8136263283,27/02/2026 19:15:00,22,OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,9921379071,27/02/2026 22:24:00,210,OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,7742651966,28/02/2026 01:29:00,128,IN,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,8129258380,28/02/2026 04:37:00,35,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,6274237439,28/02/2026 05:26:00,14,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,8108615695,28/02/2026 07:16:00,8,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9650454450,28/02/2026 07:31:00,128,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,8108615695,28/02/2026 08:44:00,8,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,7742651966,28/02/2026 13:03:00,95,OUT,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,6492738282,28/02/2026 14:28:00,14,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9921379071,28/02/2026 18:06:00,8,IN,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,7344811387,28/02/2026 21:12:00,14,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,8158659567,01/03/2026 00:16:00,35,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9012345678,01/03/2026 02:28:00,95,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9012345678,01/03/2026 02:37:00,0,SMS-OUT,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,9012345678,01/03/2026 04:04:00,128,IN,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,8129258380,01/03/2026 04:28:00,0,SMS-OUT,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,8108615695,01/03/2026 04:35:00,22,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9012345678,01/03/2026 04:39:00,128,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,7344811387,01/03/2026 06:04:00,14,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9012345678,01/03/2026 06:26:00,47,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,7974652039,01/03/2026 06:49:00,0,SMS-OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,8129258380,01/03/2026 07:39:00,22,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,6274237439,01/03/2026 08:20:00,22,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9876543210,01/03/2026 08:24:00,22,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,7974652039,01/03/2026 08:44:00,210,OUT,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,7742651966,01/03/2026 09:38:00,8,IN,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,8108615695,01/03/2026 10:13:00,95,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,7989533950,01/03/2026 11:08:00,22,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9012345678,01/03/2026 11:25:00,35,OUT,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,8136263283,01/03/2026 11:47:00,8,OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,7742651966,01/03/2026 12:15:00,142,IN,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,8136263283,01/03/2026 12:37:00,0,SMS-OUT,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,8129258380,01/03/2026 12:52:00,0,SMS-OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,7974652039,01/03/2026 13:04:00,128,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,7989533950,01/03/2026 13:39:00,95,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9876543210,01/03/2026 14:21:00,47,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9921379071,01/03/2026 14:24:00,210,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9390662547,01/03/2026 14:24:00,14,OUT,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,7344811387,01/03/2026 15:12:00,22,OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,8228790238,01/03/2026 17:08:00,8,IN,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,8572792638,01/03/2026 17:14:00,35,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,6090073265,01/03/2026 17:30:00,8,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,7344811387,01/03/2026 20:52:00,210,OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,8136263283,01/03/2026 21:09:00,14,IN,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,7974652039,01/03/2026 22:17:00,95,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,6090073265,01/03/2026 23:09:00,95,OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,9012345678,02/03/2026 00:26:00,142,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9012345678,02/03/2026 00:44:00,0,SMS-OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,9012345678,02/03/2026 01:36:00,8,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,9012345678,02/03/2026 02:41:00,62,IN,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,9012345678,02/03/2026 03:08:00,128,IN,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,7989533950,02/03/2026 04:02:00,210,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,8129258380,02/03/2026 04:47:00,0,SMS-OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,7974652039,02/03/2026 04:53:00,95,IN,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9012345678,02/03/2026 04:59:00,0,SMS-OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,6558264060,02/03/2026 05:35:00,8,OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,6558264060,02/03/2026 06:05:00,0,SMS-OUT,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,9012345678,02/03/2026 06:11:00,142,OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,8129258380,02/03/2026 06:55:00,14,OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,8572792638,02/03/2026 07:05:00,0,SMS-OUT,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9876543210,02/03/2026 07:15:00,8,OUT,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,6558264060,02/03/2026 07:51:00,305,IN,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,6558264060,02/03/2026 08:11:00,22,IN,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,7974652039,02/03/2026 09:28:00,35,OUT,352099001761481,404450987654321,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
8765432109,9876543210,02/03/2026 09:44:00,305,OUT,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
8765432109,7344811387,02/03/2026 10:03:00,62,OUT,352099001761481,404450987654321,404-45-1149-22,BLR_Koramangala_S2,12.935200,77.624500
8765432109,9390662547,02/03/2026 10:14:00,47,OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,9921379071,02/03/2026 10:44:00,0,SMS-OUT,352099001761481,404450987654321,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
8765432109,7989533950,02/03/2026 11:44:00,0,SMS-OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,6274237439,02/03/2026 11:45:00,210,IN,352099001761481,404450987654321,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
8765432109,9876543210,02/03/2026 13:21:00,128,OUT,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,9650454450,02/03/2026 13:43:00,62,IN,352099001761481,404450987654321,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
8765432109,9921379071,02/03/2026 14:45:00,0,SMS-OUT,352099001761481,404450987654321,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
